"TSN"	"Common Name"	"LeafType"	"LeafArrangement"	"LeafAttachment"	"LeafEdge"	"LeafVeins"	"FlowerType"	"FlowerArrangement"	"FlowerAttachment"	"FlowerSymmetry"	"FlowerPetalNumber"	"FlowerPetalColor"	"FruitType"	"FruitArrangement"	"FruitAttachment"	"FruitColor"	"BarkAttachment"	"BarkTexture"	"BarkColor"	"ThornType"	"ThornArrangement"	"ThornStiffness"	"TendrilType"	"TendrilArrangement"	"TendrilAttach"	"PlantDetails"
"033423"	"speedwell, thyme-leaved"	"simple"	"alternate & opposite"	"stemmed"	"smooth"	"palm-like"	"regular"	"solitary"	"stemmed"	"bilateral"	"4"	"pale blue with dark stripe"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"growth habit creeping;"
"033460"	"princess-tree"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"		"violet"	"seed-like"	"multiple clusters"	"stemmed"	"brown"	"firm"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"033881"	"foxglove"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white to purple"		"multiple clusters"	"stemmed"	"brown"	"no bark
no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stamen have tufts of hairs; lower stem leaves nearly hairless;"
"034274"	"squaw-root"	"scale"	"whorled"	"stemless"	"smooth"	"parallel"	"split - upper & lower lips"	"single cluster"		"bilateral"	"2"	"yellow"		"single cluster"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"034276"	"beechdrops"	"scale"	"opposite"	"stemless"	"smooth"	"parallel"	"regular"	"multiple clusters"	"stemless"	"radial"	"4"	"white"	"seed-like"	"multiple clusters"	"stemless"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"freely branching; no chlorophyll"
"034313"	"catalpa, southern"	"simple"	"whorled"	"stemmed"	"smooth"	"feather-like"	"split - upper & lower lips"	"multiple clusters"		"bilateral"		"white (yellow splotched with purple)"	"seed-like"	"multiple clusters"	"stemmed"			"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves have foul odor when crushed; lower petal not notched; three leaves per node; leaves with soft hairs beneath"
"034315"	"catalpa, northern"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemmed"	"bilateral"		"white"	"seed-like"	"multiple clusters"	"stemmed"	"green"	"firm"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"034505"	"cardinal-flower"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"5"	"scarlet"	"seed-like"	"single cluster"	"stemmed"	"greenish"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"034524"	"Indian-tobacco"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"variable - single & multiple clusters"	"stemmed"	"bilateral"	"2"	"violet to blue"	"seed-like"	"variable - single & multiple"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems slightly hairy; flower's lower lip bearded; calyx inflated after flowering;"
"034531"	"lobelia, great"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"5"	"blue"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"sepal base has conspicuous ear-like projections;"
"034786"	"buttonbush"	"simple"	"whorled"	"stemmed"	"smooth"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"		"white"	"nut-like"	"multiple clusters"	"stemmed"	"green"		"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"034797"	"cleavers"	"simple"	"whorled"	"stemless"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"purple"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"recurved prickles on stem; usually 6-8 leaves per node; sepals absent"
"034798"	"bedstraw, rough"	"simple"	"whorled"	"stemless"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem weak and reclining; stem and leaves with hooked prickles; stem square;"
"034803"	"bedstraw, southern three-lobed"	"simple"	"whorled"	"stemless"	"smooth"	"net-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035038"	"bluets"	"simple"	"opposite & basal"	"stemless"	"hairs or bristles"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"4"	"blue w/ yellow eye"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035045"	"houstonia, narrow-leaved"	"simple"	"opposite & basal"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"blue w/ yellow eye"	"seed-like"	"multiple clusters"	"stemmed"	"white or pale lilac"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035063"	"partridge-berry"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white or pink"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower fragrant and fringed on inside; leaves with white veins; 2 flowers = 1 berry;"
"035251"	"arrowwood, southern"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"white"	"berry-like"	"multiple clusters"	"stemmed"			"rough"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf edges not ciliate;"
"035254"	"arrowwood, northern"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"creamy white"	"berry-like"	"multiple clusters"	"stemmed"	"blue-black"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035266"	"nannyberry"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"whitish"	"berry-like"	"multiple clusters"	"stemmed"	"black with whitish bloom"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf stem irregularly winged;"
"035270"	"cranberrybush, European"	"simple"	"opposite"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035272"	"snowball, Japanese"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"whitish"	"berry-like"	"multiple clusters"	"stemmed"	"reddish"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035282"	"honeysuckle, Canada fly"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf edges with fine hairs; pith solid;"
"035283"	"honeysuckle, Japanese"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemless"	"bilateral"		"yellow to white"	"berry-like"	"multiple clusters"	"stemless"	"black"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with hairs;"
"035286"	"honeysuckle, showy pink"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"pink to yellow"	"berry-like"	"multiple clusters"	"stemmed"	"red"				"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves smooth"
"035298"	"honeysuckle, Amur"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white to yellowish"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"branchlets hollow; flowers appear after leaves; hair on veins on both sides;"
"035299"	"honeysuckle, Morrow's"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white to yellow"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaved downy gray beneath;"
"035306"	"honeysuckle, Tatarian"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to white"	"berry-like"	"multiple clusters"	"stemmed"	"blackish"				"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf edge slightly wavy; branchlets hollow; leave nearly hairless; pith hollow or lacking;"
"035324"	"elderberry, black"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"				"white"	"berry-like"	"multiple clusters"	"stemmed"	"blackish"		"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stipules and stiples often present; inflorescence flat-topped;"
"035326"	"elder, red-berried"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red or black"		"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"pith brown; stipules minute; leaves soft-hairy beneath; inflorescence panicle-like with main axis extending well above the lowermost branches;"
"035337"	"coralberry"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"		"berry-like"	"multiple clusters"	"stemmed"	"coral-pink or purple"				"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"scales present where twigs meet branch; leaves wavy edged without transparent dots; pith solid white; leaf underside barely or quite hairy; stems purplish;"
"035404"	"teasel, common"	"simple"	"opposite"	"clasping"	"toothed"	"feather-like"	"ball-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"lavender"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"short"	"stem only"	"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	
"035423"	"yarrow"	"compound"	"opposite"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"		"5"	"white to pink"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035505"	"mugwort, common"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"		"green"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leave white-woolly beneath and pointed lobes; flower head about 1/8"" wide; plant aromatic; achenes not nerved or angled; stem longitudinally ridged or angled; stipule-like appendages at leaf base; phyllaries gray-tomentose;"
"035707"	"beggar-ticks, devil's"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035710"	"stick-tight, nodding"	"simple"	"opposite"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035713"	"sunflower, midwest tickseed"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow with white tips"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035718"	"beggar-ticks, purple-stemmed"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035804"	"fleabane, daisy"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white (rays); yellow (disk)"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem covered with spreading hairs"
"035809"	"fleabane, Philadelphia"	"simple"	"alternate"	"clasping"	"hairs & toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"pink or white (rays); yellow (disk)"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"basal leaves hairy"
"035951"	"fleabane, rough"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white to pink (ray) yellow (disk)"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035980"	"boneset, common"	"simple"	"opposite"	"surrounding"	"toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"035981"	"thoroughwort, late-flowering"	"simple"	"variable"	"stemmed"	"toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"		"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036006"	"sneezeweed, common"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"ray petals turned back; stem winged; base of leaf forms winged extension down stem; ball or knob-shaped disk;"
"036194"	"groundsel, common"	"simple"	"alternate & opposite"	"stemless"	"lobed & toothed"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"outer bracts black tipped;"
"036213"	"dandelion, common"	"simple"	"whorled"	"stemmed"	"lobed & toothed"	"feather-like"	"dandelion-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"single cluster"	"stemless"	"brown seed, white pappus"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem hollow and milky; outer bracts reflexed;"
"036224"	"goldenrod, Canada"	"simple"	"alternate"	"stemless"	"toothed"	"parallel"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves chiefly along stem; main vein always hairy; bracts (phyllaries) without well-defined green tip; raceme one-sided;"
"036228"	"goldenrod, tall"	"simple"	"alternate"	"stemless"	"toothed"	"parallel"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with rough texture, finely downy beneath; stem downy and grayish;"
"036234"	"goldenrod, white"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"daisy-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"whitish (rays)"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"bracts (phyllaries) whitish except for well-defined green tip; leaves basally disposed;"
"036238"	"goldenrod, blue-stemmed"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers in clusters of leaf axils; stem bluish or purplish;"
"036257"	"goldenrod, zigzag"	"simple"	"alternate"	"stemmed"	"smooth"	"palm-like"	"daisy-like"	"multiple clusters"		"radial"	"3"	"yellow"	"seed-like"	"multiple clusters"			"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem smooth below inflorescence; stem striate-angled, grooved and zigzag; leaves hairy beneath; leaf stem winged;"
"036259"	"goldenrod, smooth"	"simple"	"alternate"	"stemmed"	"smooth"	"palm-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem smooth except for inflorescence and usually covered with whitish bloom; inflorescence one-sided;"
"036270"	"goldenrod, early"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems smooth; leaves smooth; leaf axils with tiny wing-like leaflets;"
"036281"	"goldenrod, gray"	"simple"	"alternate"	"multiple"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf axils have tiny wing-like leaflets; stem has fine gray hairs; leaves rough and gray-green; inflorescence one-sided;"
"036284"	"goldenrod, fragrant"	"simple"	"alternate"	"stemless"	"hairs or bristles"	"net-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"inflorescence one-sided;"
"036294"	"goldenrod, dusty"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem often purplish; stem and leaves with minute spreading hairs;"
"036299"	"goldenrod, wrinkled-leaf"	"simple"	"alternate"	"stemless"	"hairs & toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves wrinkled and very hairy; stems densely hairy;"
"036317"	"goldenrod, bog"	"simple"	"alternate"	"clasping"	"toothed"	"palm-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem smooth and not 4-sided; lower leaves oblanceolate with sheathing base;"
"036330"	"mayweed"	"simple"	"alternate"	"stemless"	"lobed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"white"		"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036335"	"thistle, Canada"	"simple"	"alternate"	"stemless"	"lobed & toothed"	"feather-like"	"ball-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"lilac"	"seed-like"	"single cluster"	"stemless"	"white (pappus)"	"no bark"	"no bark"	"no bark"				"no tendrils"	"no tendrils"	"no tendrils"	"bristle at the tip of each leaf lobe"
"036428"	"thistle, bull"	"simple"	"alternate"	"stemless"	"lobed & bristles"	"feather-like"	"ball-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"pink to purple"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"short"	"stem & leaf"		"no tendrils"	"no tendrils"	"no tendrils"	
"036466"	"snakeroot, white"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"white bristles"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036496"	"ragweed, common"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"			"green"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036521"	"ragweed, giant"	"simple"	"opposite"	"stemless"	"lobed"	"palm-like"		"multiple clusters"	"stemmed"				"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036545"	"burdock, great"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"ball-like"	"variable - single & multiple clusters"	"stemmed"	"radial"	"6 or more"	"pink to red"	"seed-like"	"variable - single & multiple"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf stalk grooved"
"036546"	"burdock, common"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"lavander"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf stalk hollow"
"036608"	"lettuce, prickly"	"simple"	"alternate"	"clasping"	"lobed & toothed"	"feather-like"	"dandelion-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with spiny-tipped teeth; lower stem leaves with arrow-shaped base; mid rib of leaf bristly;"
"036646"	"sunflower, hairy"	"simple"	"opposite"	"clasping"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem hairy or densely rough; leaves heart-shaped; plant whitish hairy or downy;"
"036717"	"pussy-toes, plantain-leaved"	"simple"	"alternate & basal"	"stemless"	"smooth"	"parallel"	"ball-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"single cluster"	"stemless"	"brown w/ white"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036763"	"chicory"	"simple"	"alternate"	"multiple"	"lobed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemless"	"radial"	"6 or more"	"blue to white"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"036765"	"Susan, black-eyed"	"simple"	"alternate"		"toothed"	"feather-like"	"daisy-like"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow (ray), purple (disk)"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with bristly hairs; stems hairy-bristly; leaf stalks winged; center disk dome-shaped; style tips subulate elongate;"
"036775"	"coneflower, green-headed"	"simple"	"alternate"		"lobed & toothed"	"feather-like"	"daisy-like"		"stemmed"	"radial"	"6 or more"	"yellow (ray and disk)"	"seed-like"		"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"center disk dome-shaped and green; ray petals drooping; stems hairless; style tips blunt;"
